group,key,en-US,de-DE,es-ES,es-MX,fr-FR,it-IT,ko-KR,pt-BR,ru-RU,uk-UA
view_common,modal.simulate.title,Simulate route,,,,,,,,,Симуляція маршруту
view_common,modal.simulate.get_simulationcraft_string,Get SimulationCraft string,,,,,,,,,Згенерувати рядок для SimulationCraft
view_common,modal.simulate.simulationcraft_string,Simulationcraft string,,,,,,,,,Рядок для Simulationcraft
view_common,modal.simulate.loading,Loading...,,,,,,,,,Завантаження...
view_common,modal.simulate.copy_to_clipboard,Copy to clipboard,,,,,,,,,Скопіювати в буфер обміну
view_common,modal.simulateoptions.default.key_level,Key level,,,,,,,,,Рівень ключа
view_common,modal.simulateoptions.default.key_level_title,"A higher key level will scale the health of enemies your character is facing, as it would in a real M+ dungeon.",,,,,,,,,"Вищий рівень ключа збільшуватиме здоров’я ворогів, з якими стикається ваш персонаж, так само як у справжньому підземеллі M+."
view_common,modal.simulateoptions.default.shrouded_bounty_type,Shrouded bounty,,,,,,,,,Посилення Shrouded
view_common,modal.simulateoptions.default.shrouded_bounty_type_title,The Shrouded bounty that you can select at the beginning of the dungeon.,,,,,,,,,"Посилення від модифікатора Shrouded, яке ви можете вибрати на початку підземелля."
view_common,modal.simulateoptions.default.shrouded_bounty_types.none,No bounty,,,,,,,,,Без посилення
view_common,modal.simulateoptions.default.shrouded_bounty_types.crit,Crit,,,,,,,,,Крит. удар
view_common,modal.simulateoptions.default.shrouded_bounty_types.haste,Haste,,,,,,,,,Швидкість
view_common,modal.simulateoptions.default.shrouded_bounty_types.mastery,Mastery,,,,,,,,,Майстерність
view_common,modal.simulateoptions.default.shrouded_bounty_types.vers,Versatility,,,,,,,,,Універсальність
view_common,modal.simulateoptions.default.affixes,Affixes,,,,,,,,,Модифікатори
view_common,modal.simulateoptions.default.affixes_title,"Select Fortified to scale all non-boss enemies' health by 20%, Tyrannical to scale boss' health by 30%. You can select both at once.",,,,,,,,,"Виберіть Fortified, щоб усі звичайні вороги мали на 20% більше здоров'я, або Tyrannical, щоб боси мали на 30% більше здоров'я. Обидва варіанти можна вибрати одночасно."
view_common,modal.simulateoptions.default.affixes_map.fortified,Fortified,,,,,,,,,Fortified
view_common,modal.simulateoptions.default.affixes_map.tyrannical,Tyrannical,,,,,,,,,Tyrannical
view_common,modal.simulateoptions.default.simulate_thundering_clear_seconds,Seconds to clear Thundering,,,,,,,,,Секунд до спливання Thundering
view_common,modal.simulateoptions.default.simulate_thundering_clear_seconds_title,The amount of time before you clear the Thundering stacks. More seconds equals more dps as you get the additional damage effects longer. Setting this value to 0 disables Thundering affix altogether.,,,,,,,,,Час до спливання накопичень Thundering. Більше секунд — більше шкоди (оскільки бонус до шкоди триває довше). Значення «0» повністю вимикає модифікатор.
view_common,modal.simulateoptions.default.raid_buffs_title,"Allows the selection of raid-wide buffs. Note: if Bloodlust is disabled, Bloodlust/Heroism/etc. per pull does not do anything.",,,,,,,,,"Дозволяє вибрати рейдові посилення. Примітка: якщо Жага крові вимкнена, параметр «Жага крові, Героїзм тощо за сутичку» не працює."
view_common,modal.simulateoptions.default.raid_buffs,Raid buffs,,,,,,,,,Рейдові посилення
view_common,modal.simulateoptions.default.raid_buffs_map.bloodlust,Bloodlust,,,,,,,,,Жага крові
view_common,modal.simulateoptions.default.raid_buffs_map.arcane_intellect,Arcane Intellect,,,,,,,,,Arcane Intellect
view_common,modal.simulateoptions.default.raid_buffs_map.power_word_fortitude,Power Word: Fortitude,,,,,,,,,Power Word: Fortitude
view_common,modal.simulateoptions.default.raid_buffs_map.mark_of_the_wild,Mark of the Wild,,,,,,,,,Mark of the Wild
view_common,modal.simulateoptions.default.raid_buffs_map.battle_shout,Battle Shout,,,,,,,,,Battle Shout
view_common,modal.simulateoptions.default.raid_buffs_map.mystic_touch,Mystic Touch,,,,,,,,,Mystic Touch
view_common,modal.simulateoptions.default.raid_buffs_map.chaos_brand,Chaos Brand,,,,,,,,,Chaos Brand
view_common,modal.simulateoptions.default.raid_buffs_map.skyfury,Skyfury Totem,,,,,,,,,Skyfury Totem
view_common,modal.simulateoptions.default.raid_buffs_map.hunters_mark,Hunter's Mark,,,,,,,,,Hunter's Mark
view_common,modal.simulateoptions.default.raid_buffs_map.power_infusion,Power Infusion,,,,,,,,,Power Infusion
view_common,modal.simulateoptions.default.raid_buffs_map.bleeding,Bleeding,,,,,,,,,Кровотеча
view_common,modal.simulateoptions.default.hp_percent,HP percentage,,,,,,,,,Відсоток здоров'я
view_common,modal.simulateoptions.default.hp_percent_title,The amount of percent that your character has to damage all enemies before it is considered 'killed'. This will be your share of the damage in a dungeon.,,,,,,,,,"Відсоток шкоди, який ваш персонаж повинен завдати всім ворогам, щоб вони вважалися «вбитими». Визначає вашу частку шкоди в підземеллі."
view_common,modal.simulateoptions.default.bloodlust_per_pull,Bloodlust/Heroism/etc. per pull,,,,,,,,,"Жага крові, Героїзм тощо за сутичку"
view_common,modal.simulateoptions.default.bloodlust_per_pull_title,Allows you to select which pulls have Bloodlust/Heroism/etc. Assigning these spells to a pull automatically populates this dropdown.,,,,,,,,,"Дозволяє вибрати, у яких сутичках застосовуватимуться Жага крові, Героїзм тощо. Клацання заклять автоматично додає їх у список."
view_common,modal.simulateoptions.advanced.ranged_pull_compensation_yards,Ranged pull compensation in yards,,,,,,,,,Компенсація відстані в метрах
view_common,modal.simulateoptions.advanced.ranged_pull_compensation_yards_title,"When doing a M+ run you never run from pack to pack and body pull them -
                you use a ranged ability to pull them most of the time. This value allows you to compensate for your ranged abilities
                and reduce the delay between packs. Note: this will reduce the walking distance by this amount, so setting this to the
                max range of your ability is not advised for accurate sim results. Between 50%-75% of your spell's max range should be good,
                unless you're literally chain pulling with no down time in between.",,,,,,,,,"Під час забігу в М+ ви майже ніколи не біжите впритул до кожної групи ворогів, а провокуєте їх дальніми здібностями. Це значення врахує дальність заклять і зменшить затримку між групами противників. Примітка: це зменшить відстань ходьби на зазначену величину, тому для точних результатів симуляції не рекомендується встановлювати максимальну дальність. 50–75% має бути достатньо (хіба що ви безперестанку підтягуєте групи ворогів)."
view_common,modal.simulateoptions.advanced.use_mounts,Use mounts,,,,,,,,,Використовувати їздові створіння
view_common,modal.simulateoptions.advanced.use_mounts_title,Will attempt to use your mount (if it's quicker and available) to reduce the distance between the current pull and the next pull.,,,,,,,,,"Спробує використовувати ваше їздове створіння (якщо воно доступне й швидше), щоб скоротити відстань між поточною та наступною сутичкою."
view_common,modal.simulateoptions.advanced.patreon_link_text,Patreon,,,,,,,,,Patreon
view_common,modal.simulateoptions.advanced.patreon_only,Advanced simulation options are available if you subscribe to Keystone.guru's :patreon.,,,,,,,,,Розширені налаштування симуляції доступні за підпискою на :patreon Keystone.guru.
view_common,modal.simulateoptions.advanced.advanced_options,Advanced options,,,,,,,,,Розширені налаштування
view_common,modal.simulateoptions.advanced.description,The advanced options aim to further increase the accuracy of the generated simulation craft string and have the numbers come closer to what you'd experience in reality.,,,,,,,,,Розширені налаштування дозволяють підвищити точність згенерованого рядка симуляції та наблизити числові значення до реальних.
view_common,modal.uploadlogs.title,Upload logs,,,,,,,,,Завантажувати журнали
view_common,release.release.new,NEW,,,,,,,,,НОВЕ
view_common,tag.manager.route_personal,Route,,,,,,,,,Маршрут
view_common,tag.manager.route_team,Route,,,,,,,,,Маршрут
view_common,tag.manager.name,Name,,,,,,,,,Ім'я
view_common,tag.manager.color,Color,,,,,,,,,Колір
view_common,tag.manager.usage,Usage,,,,,,,,,Використовується
view_common,tag.manager.actions,Actions,,,,,,,,,Дії
view_common,tag.manager.save,Save,,,,,,,,,Зберегти
view_common,tag.manager.delete_all,Delete all,,,,,,,,,Видалити все
view_common,tag.manager.create_tag,Create tag,,,,,,,,,Створити мітку
view_common,tag.manager.create_new_tag,Create new tag,,,,,,,,,Створити
view_common,team.details.name,Name,,,,,,,,,Ім'я
view_common,team.details.description,Description,,,,,,,,,Опис
view_common,team.details.logo,Logo,,,,,,,,,Логотип
view_common,team.details.current_logo,Current logo,,,,,,,,,Поточний логотип
view_common,team.details.team_logo_title,Team logo,,,,,,,,,Логотип команди
view_common,team.details.save,Save,,,,,,,,,Зберегти
view_common,team.details.submit,Submit,,,,,,,,,Підтвердити
view_common,team.details.disband_team,Disband team,,,,,,,,,Розпустити команду
view_common,team.select.select_team,Select team...,,,,,,,,,Вибрати команду...
view_common,team.select.team,Team,,,,,,,,,Команда
view_common,team.select.create_team,Create team,,,,,,,,,Створити команду
view_common,thirdparty.nitropay.adcontrols.remove_ads,Remove ads,,,,,,,,,Прибрати рекламу
view_common,thirdparty.patreon.fancylink.patreon,Patreon,,,,,,,,,Patreon
view_common,thirdparty.cookieconsent.learn_more,Learn more,,,,,,,,,Дізнатися більше
view_common,user.name.avatar_alt,Avatar,,,,,,,,,Аватар
view_common,user.name.raider_io,Raider.IO,,,,,,,,,Raider.IO
view_dungeon,explore.gameversion.list.title,Explore,,,,,,,,,Огляд
view_dungeon,explore.gameversion.list.header,Explore dungeon,,,,,,,,,Огляд підземелля
view_dungeon,explore.gameversion.list.description,Exploring a dungeon allows you to see the layout of the dungeon and the enemies that are present. Ideal for simply viewing the dungeon without creating a route.,,,,,,,,,"За допомогою огляду можна дослідити планування підземелля й наявних ворогів. Ідеальний варіант, коли ви просто хочете ознайомитися з місцевістю без створення маршруту."
view_dungeon,explore.gameversion.list.heatmap_available,Heatmap available for dungeon,,,,,,,,,Доступна тепломапа
view_dungeon,explore.gameversion.embed.title,:dungeon,,,,,,,,,:dungeon
view_dungeon,explore.gameversion.embed.any,Any,,,,,,,,,Будь-яке
view_dungeon,explore.gameversion.embed.select_floor,Select floor,,,,,,,,,Вибрати поверх
view_dungeon,explore.gameversion.embed.view_heatmap_fullscreen,View fullscreen,,,,,,,,,На весь екран
view_dungeon,heatmap.gameversion.list.title,Heatmaps,,,,,,,,,Тепломапи
view_dungeon,heatmap.gameversion.list.header,Dungeon heatmaps,,,,,,,,,Тепломапи підземель
view_dungeon,heatmap.gameversion.list.raider_io,Raider.IO,,,,,,,,,Raider.IO
view_dungeon,heatmap.gameversion.list.description,"Powered by :raiderIO, heatmaps can show you invaluable information about which enemies are slain by players, where they are getting themselves killed or are casting certain spells. Filters for key level, item level, team composition and many more allow you to focus on the data that is relevant for your needs.",,,,,,,,,"Тепломапи від :raiderIO надають цінну інформацію про те, де гравці помирають, застосовують певні закляття та яких ворогів убивають. Фільтри за рівнем ключа, рівнем предметів, складом команди тощо дозволяють зосередитися на потрібних даних."
view_dungeon,heatmap.gameversion.list.heatmap_available,Heatmap available for dungeon,,,,,,,,,Доступна тепломапа
view_dungeon,heatmap.gameversion.embed.title,:dungeon,,,,,,,,,:dungeon
view_dungeon,heatmap.gameversion.embed.any,Any,,,,,,,,,Будь-яке
view_dungeon,heatmap.gameversion.embed.select_floor,Select floor,,,,,,,,,Вибрати поверх
view_dungeon,heatmap.gameversion.embed.view_heatmap_fullscreen,View fullscreen,,,,,,,,,На весь екран
view_dungeonroute,discover.dungeon.overview.popular,Popular routes,,,,,,,,,Поширені маршрути
view_dungeonroute,discover.dungeon.overview.popular_by_current_affixes,Popular routes by current affixes,,,,,,,,,Поширені маршрути за поточними модифікаторами
view_dungeonroute,discover.dungeon.overview.popular_by_next_affixes,Popular routes by next affixes,,,,,,,,,Поширені маршрути за наступними модифікаторами
view_dungeonroute,discover.dungeon.overview.newly_published_routes,Newly published routes,,,,,,,,,Недавно опубліковані маршрути
view_dungeonroute,discover.discover.title,Routes,,,,,,,,,Маршрути
view_dungeonroute,discover.discover.popular,Popular routes,,,,,,,,,Поширені маршрути
view_dungeonroute,discover.discover.popular_by_current_affixes,Popular routes by current affixes,,,,,,,,,Поширені маршрути за поточними модифікаторами
view_dungeonroute,discover.discover.popular_by_next_affixes,Popular routes by next affixes,,,,,,,,,Поширені маршрути за наступними модифікаторами
view_dungeonroute,discover.discover.newly_published_routes,Newly published routes,,,,,,,,,Недавно опубліковані маршрути
view_dungeonroute,discover.panel.show_more,Show more,,,,,,,,,Показати більше
view_dungeonroute,discover.search.page_title,Search routes,,,,,,,,,Пошук маршрутів
view_dungeonroute,discover.search.header,Search routes,,,,,,,,,Пошук маршрутів
view_dungeonroute,discover.search.title,Title,,,,,,,,,Назва
view_dungeonroute,discover.search.title_placeholder,Filter by title,,,,,,,,,Фільтрувати за назвою
view_dungeonroute,discover.search.key_level,Key level,,,,,,,,,Рівень ключа
view_dungeonroute,discover.search.affixes,Affixes,,,,,,,,,Модифікатори
view_dungeonroute,discover.search.affixes_title,Select affixes,,,,,,,,,Вибрати
view_dungeonroute,discover.search.select_affixes,Select affixes,,,,,,,,,Вибрати
view_dungeonroute,discover.search.affixes_selected,{0} affixes selected,,,,,,,,,Модифікаторів: {0}
view_dungeonroute,discover.search.enemy_forces,Enemy forces,,,,,,,,,Ворожі війська
view_dungeonroute,discover.search.enemy_forces_complete,Complete,,,,,,,,,Завершено
view_dungeonroute,discover.search.enemy_forces_incomplete,Incomplete,,,,,,,,,Незавершено
view_dungeonroute,discover.search.rating,Rating,,,,,,,,,Оцінка
view_dungeonroute,discover.search.user,User,,,,,,,,,Користувач
view_dungeonroute,discover.search.user_placeholder,Filter by user,,,,,,,,,Фільтрувати за користувачем
view_dungeonroute,livesession.view.any,Any,,,,,,,,,Будь-яке
view_dungeonroute,edit.title,Edit %s,,,,,,,,,Змінити %s
view_dungeonroute,edit.linkpreview_title,%s | Keystone.guru,,,,,,,,,%s | Keystone.guru
view_dungeonroute,edit.linkpreview_default_description,Edit M+ route for dungeon %s by %s,,,,,,,,,Змінити маршрут для підземелля %s від %s
view_dungeonroute,edit.linkpreview_default_description_sandbox,Edit M+ route for dungeon %s,,,,,,,,,Змінити маршрут для підземелля %s
view_dungeonroute,embed.title,Embed :routeTitle,,,,,,,,,Вставити :routeTitle
view_dungeonroute,embed.any,Any,,,,,,,,,Будь-яке
view_dungeonroute,embed.select_floor,Select floor,,,,,,,,,Вибрати поверх
view_dungeonroute,embed.affixes_title,Affixes,,,,,,,,,Модифікатори
view_dungeonroute,embed.affixes_selected,{0} affixes selected,,,,,,,,,Модифікаторів: {0}
view_dungeonroute,embed.view_route,View route,,,,,,,,,Переглянути маршрут
view_dungeonroute,embed.present_route,Present route,,,,,,,,,Презентувати маршрут
view_dungeonroute,embed.copy_mdt_string,Copy MDT,,,,,,,,,Скопіювати рядок MDT
view_dungeonroute,limitreached.title,Limit reached,,,,,,,,,Досягнуто обмеження
view_dungeonroute,limitreached.header,Limit reached,,,,,,,,,Досягнуто обмеження
view_dungeonroute,limitreached.limit_reached_description,"You have reached the maximum amount of routes you may create (%s). Please consider becoming a Patron to continue making more routes, or delete some of your existing routes. Thank you for using the site!",,,,,,,,,"Ви досягли максимальної кількості створених маршрутів (%s). Будь ласка, розгляньте можливість підтримати нас на Patreon, щоб продовжити робити нові маршрути, або видаліть кілька наявних. Дякуємо за користування сайтом!"
view_dungeonroute,limitreached.become_a_patreon,Become a %s Patron!,,,,,,,,,Станьте %s Patron!
view_dungeonroute,new.title,New route,,,,,,,,,Новий маршрут
view_dungeonroute,newtemporary.title,Create temporary route,,,,,,,,,Створити тимчасовий маршрут
view_dungeonroute,newtemporary.header,New temporary route,,,,,,,,,Новий тимчасовий маршрут
view_dungeonroute,sandboxclaimed.title,Route already claimed,,,,,,,,,Маршрут уже привласнений
view_dungeonroute,sandboxclaimed.header,Route already claimed,,,,,,,,,Маршрут уже привласнений
view_dungeonroute,sandboxclaimed.claimed_description,This route has already been claimed by someone (or you used the back button in your browser to navigate here).,,,,,,,,,"Хтось уже привласнив цей маршрут (або ви скористалися кнопкою повернення у вебпереглядачі, щоб потрапити сюди)."
view_dungeonroute,unavailable.title,Unpublished route,,,,,,,,,Неопублікований маршрут
view_dungeonroute,unavailable.unavailable_description,You are not authorized to view this route. Ask the author of the route to change the route's Sharing settings so that you can view it.,,,,,,,,,"У вас немає прав для перегляду цього маршруту. Попросіть автора змінити налаштування поширення, щоб отримати відповідний доступ."
view_dungeonroute,view.any,Any,,,,,,,,,Будь-яке
view_dungeonroute,view.linkpreview_title,%s,,,,,,,,,%s
view_dungeonroute,view.linkpreview_default_description,M+ route for dungeon %s by %s.,,,,,,,,,Маршрут М+ для підземелля %s від %s.
view_dungeonroute,view.linkpreview_default_description_sandbox,Temporary M+ route for dungeon %s.,,,,,,,,,Тимчасовий маршрут М+ для підземелля %s.
view_dungeonroute,view.linkpreview_default_description_explore,Explore %s.,,,,,,,,,Оглянути %s.
view_errors,400.title,400 Bad request,,,,,,,,,Помилка 404: неправильний запит
view_errors,400.message,"Your browser sent an invalid request, please try again.",,,,,,,,,Ваш вебпереглядач надіслав неправильний запит. Спробуйте ще раз.
view_errors,401.title,401 Unauthorized,,,,,,,,,Помилка 401: несанкціонований доступ
view_errors,401.message,"Sorry, you are not authorized to access this page.",,,,,,,,,"Вибачте, у вас немає доступу до цієї сторінки."
view_errors,403.title,403 Forbidden,,,,,,,,,Помилка 403: заборонено
view_errors,403.message,"Sorry, you are forbidden from accessing this page.",,,,,,,,,"Вибачте, вам заборонено переглядати цю сторінку."
view_errors,404.title,404 Not Found,,,,,,,,,Помилка 404: не знайдено
view_errors,404.message,"Sorry, the page you are looking for could not be found.",,,,,,,,,"Вибачте, сторінка, яку ви шукали, не знайдена."
view_errors,410.title,410 Page Expired,,,,,,,,,Помилка 410: сторінка не існує
view_errors,410.message,"Sorry, the page you are looking for has expired.",,,,,,,,,"Вибачте, сторінка, яку ви шукали, більше не існує."
view_errors,419.title,419 Page Expired,,,,,,,,,Помилка 419: сторінка не існує
view_errors,419.message,"Sorry, your session has expired. Please refresh and try again.",,,,,,,,,"Вибачте, час вашого сеансу сплинув. Оновіть сторінку й спробуйте ще раз."
view_errors,429.title,429 Too Many Requests,,,,,,,,,Помилка 429: забагато запитів
view_errors,429.message,"Sorry, you are making too many requests to our servers.",,,,,,,,,"Вибачте, ви надсилаєте забагато запитів на наші сервери."
view_errors,500.title,500 Internal Server Error,,,,,,,,,Помилка 500: внутрішня помилка сервера
view_errors,500.message,"Whoops, something went wrong on our servers.",,,,,,,,,"Йой, з нашими серверами щось трапилося."
view_errors,503.title,Service Unavailable,,,,,,,,,Сервіс недоступний
view_errors,503.message,Keystone.guru is down for maintenance. We'll be back soon!,,,,,,,,,Keystone.guru тимчасово недоступний через технічні роботи. Скоро повернемося!
view_home,ie_not_supported,"It appears you're browsing Keystone.guru using Internet Explorer. Unfortunately Internet Explorer is
             not a supported browser. No really, it really does not work at all. Please try either Google Chrome, Mozilla
             Firefox or Microsoft Edge.",,,,,,,,,"Здається, ви переглядаєте Keystone.guru через Internet Explorer. На жаль, цей вебпереглядач не підтримується. Серйозно, він узагалі не працює. Спробуйте Google Chrome, Mozilla Firefox або Microsoft Edge."
view_home,tagline,M+ routes made easy,,,,,,,,,Маршрути М+ без клопотів
view_home,tagline_description,Plan routes online cooperatively with your team or discover routes that suit your play style and skill level. Keystone.guru is the one place to manage and share your M+ routes.,,,,,,,,,"Плануйте маршрути разом з командою онлайн або знаходьте ті, що відповідають вашому стилю гри й рівню майстерності. Keystone.guru — це єдина платформа, де можна керувати та ділитися своїми маршрутами для М+."
view_home,discover_routes,Discover routes,,,,,,,,,Знайти маршрути
view_home,create_route,Create route,,,,,,,,,Створити маршрут
view_home,discover_new_routes,Discover new routes,,,,,,,,,Знаходьте нові маршрути
view_home,discover_new_routes_description,"Easily browse for routes per dungeon in various categories to find a route that suits your group perfectly.
                                    Integration with :archon_gg makes it easy to see which dungeons are the easiest to time for any affix.
                                    Still can't find a route that suits your needs? The :routesearch page allows you to dial in on your exact needs to find a perfect match.",,,,,,,,,"Переглядайте маршрути для кожного підземелля за різними категоріями, щоб знайти той, що найкраще підходить вашій команді. Інтеграція з :archon_gg допомагає швидко визначити, які підземелля найлегше пройти з будь-яким модифікатором. Досі не вдається знайти потрібний маршрут? На сторінці :routesearch можна підібрати ідеальний варіант саме для вас."
view_home,discover_new_routes_route_search,route search,,,,,,,,,пошуку
view_home,create_your_own_routes,Create your own routes,,,,,,,,,Створюйте власні маршрути
view_home,create_your_own_routes_description,"Import your routes from Mythic Dungeon Tools or :createANewRoute from scratch. Keystone.guru offers various tools to make your route a memorable one,
                                    such as free drawing, pathing and placing of icons/comments. Enemy forces can be displayed raw or in percentage on a whim. Various other settings allow you
                                    to customize your route creation experience to your liking.",,,,,,,,,"Імпортовуйте маршрути з Mythic Dungeon Tools або створюйте їх з нуля. Keystone.guru пропонує різноманітні функції, щоб зробити ваш маршрут унікальним: вільне малювання, прокладання шляхів і розміщення значків з коментарями. Ворожі війська можна показувати в числах або відсотках. Додаткові параметри дають змогу налаштувати весь процес на ваш смак."
view_home,get_organized,Get organized,,,,,,,,,Впорядковуйте дані
view_home,get_organized_description,"Organize your routes from your profile or through teams. Keystone.guru offers you a wide array of tools to keep all your routes organized
                                    and accessible by all your M+ team members. You can always export routes to Mythic Dungeon Tools format to share them with others.",,,,,,,,,"Керуйте своїми маршрутами у профілі або в межах команди. Keystone.guru пропонує безмір інструментів для впорядкування і надання доступу учасникам вашої команди в М+. За потреби ви завжди можете експортувати маршрути у формат Mythic Dungeon Tools, щоб поділитися з іншими."
view_home,custom_dungeon_mapping,Custom dungeon mapping,,,,,,,,,Власна система мап
view_home,custom_dungeon_mapping_description,"Keystone.guru has its own dungeon mapping with no dependencies on any external tool. View which enemies bolster others, drop sanguine ichor or burst your party. The mapping is open source and free. Always.",,,,,,,,,"Keystone.guru має власну систему складання мап, що не залежить від зовнішніх інструментів. Дізнавайтеся, які вороги посилюють інших, залишають криваві калюжі чи підривають вашу команду. Створення мап безплатне й з відкритим кодом. Назавжди."
view_home,features,Features,,,,,,,,,Особливості
view_home,feature_mdt_import_export,MDT import/export,,,,,,,,,Імпорт і експорт з MDT
view_home,feature_mdt_import_export_description,Get started with your existing routes easily and generate MDT strings for your existing routes so everyone's up-to-date.,,,,,,,,,"Редагуйте наявні маршрути без клопотів і генеруйте MDT-рядки, щоб усі були в курсі останніх змін."
view_home,feature_fluid_mapping_experience,Fluid mapping experience,,,,,,,,,Плавне користування мапами
view_home,feature_fluid_mapping_experience_description,"Powered by Leaflet, AI enhanced dungeon maps with 5 zoom levels with a minimalistic UI to give you the best mapping experience possible.",,,,,,,,,Покращені за допомогою ШІ мапи від Leaflet з 5 рівнями масштабування й мінімалістичним інтерфейсом забезпечують найкращий досвід користування.
view_home,feature_mobile_friendly,Mobile friendly,,,,,,,,,Оптимізовано для мобільних пристроїв
view_home,feature_mobile_friendly_description,View or edit your routes anywhere you are on your phone or tablet - making toilet breaks that much more interesting.,,,,,,,,,Переглядайте або змінюйте маршрути на своєму телефоні чи планшеті де завгодно... навіть під час перерв між підземеллями.
view_home,live_demo,Live demo,,,,,,,,,Демонстрація
view_home,loading,Loading...,,,,,,,,,Завантаження...
view_home,start_planning_today,Start planning today,,,,,,,,,Плануйте вже сьогодні
view_home,join_other_users,Join %d+ other users and plan your M+ routes online!,,,,,,,,,Долучіться до %d+ користувачів і прокладайте свої маршрути для М+ онлайн!
view_layouts,sitepage.staging_banner_description,Warning! You are currently on the staging environment of Keystone.guru. This is NOT the main site.,,,,,,,,,Увага! Ви зараз перебуваєте в тестовому середовищі Keystone.guru. Це НЕ основний сайт.
view_layouts,sitepage.staging_banner_take_me_away,Take me to the main site!,,,,,,,,,Заберіть мене на основний сайт!
view_layouts,sitepage.readonly_mode_enabled_description,"Read-only mode is enabled. You can view routes, but not make any changes or create new routes.",,,,,,,,,"Увімкнено режим для читання. Ви можете переглядати маршрути, але не можете змінювати їх або створювати нові."
view_layouts,app.linkpreview_title,M+ routes made easy,,,,,,,,,Маршрути М+ без клопотів
view_layouts,app.linkpreview_description,"Plan routes online cooperatively with your team or discover routes that suit your play style and skill level.
        Keystone.guru is the one place to manage and share your M+ routes.",,,,,,,,,"Плануйте маршрути разом з командою онлайн або знаходьте ті, що відповідають вашому стилю гри й рівню майстерності. Keystone.guru — це єдина платформа, де можна керувати та ділитися своїми маршрутами для М+."
view_legal,cookies.title,Cookies Policy,,,,,,,,,Політика використання файлів Cookie
view_legal,cookies.header,Cookies Policy,,,,,,,,,Політика використання файлів Cookie
view_legal,privacy.title,Privacy Policy,,,,,,,,,Політика конфіденційності
view_legal,privacy.header,Privacy Policy,,,,,,,,,Політика конфіденційності
view_legal,terms.title,Terms of Service,,,,,,,,,Умови надання послуг
view_legal,terms.header,Terms of Service,,,,,,,,,Умови надання послуг
view_misc,table.affixrowtable.expansion_timewalking,%s timewalking,,,,,,,,,%s Timewalking
view_misc,about.title,About,,,,,,,,,Про нас
view_misc,about.header,About Keystone.guru,,,,,,,,,Про Keystone.guru
view_misc,affixes.title,Affixes,,,,,,,,,Модифікатори
view_misc,affixes.header,Weekly affixes in %s,,,,,,,,,Тижневі модифікатори (%s)
view_misc,affixes.start_date,Start date (%s),,,,,,,,,Дата початку (%s)
view_misc,affixes.header_season,:season,,,,,,,,,:season
view_misc,affixes.header_season_start,:season start,,,,,,,,,:season — початок
view_misc,affixes.seasonal,Seasonal,,,,,,,,,Сезонне
view_misc,affixes.previous,Previous,,,,,,,,,Назад
view_misc,affixes.next,Next,,,,,,,,,Далі
view_misc,affixes.updated_at,"Updated at %s. For more information about affixes and M+, please visit",,,,,,,,,"Оновлено %s. Щоб дізнатися більше про модифікатори й М+, відвідайте"
view_misc,affixes.popular_routes_by_current_affixes,Popular routes by current affixes,,,,,,,,,Поширені маршрути за поточними модифікаторами
view_misc,affixes.popular_routes_by_next_affixes,Popular routes by next affixes,,,,,,,,,Поширені маршрути за наступними модифікаторами
view_misc,changelog.title,Changelog,,,,,,,,,Список змін
view_misc,changelog.header,Changelog,,,,,,,,,Список змін
view_misc,credits.title,Credits,,,,,,,,,Подяки
view_misc,credits.header,Credits,,,,,,,,,Подяки
view_misc,credits.header_people,People,,,,,,,,,Люди
view_misc,credits.header_libraries,Libraries,,,,,,,,,Бібліотеки
view_misc,credits.header_images,Images,,,,,,,,,Зображення
view_misc,demo.title,Demo routes,,,,,,,,,Демомаршрути
view_misc,demo.header,Demo routes,,,,,,,,,Демомаршрути
view_misc,embed.title,Embed a route,,,,,,,,,Вставити маршрут
view_misc,embed.header,Keystone.guru embed test on webpage,,,,,,,,,Пробне вставляння Keystone.guru на сторінку
view_misc,health.title,Health calculation,,,,,,,,,Розрахунок здоров'я
view_misc,health.header,Health,,,,,,,,,Здоров'я
view_misc,mapping.title,Mapping,,,,,,,,,Складання мап
view_misc,mapping.header,Mapping progress,,,,,,,,,Прогрес складання мапи
view_misc,mapping.enemy_forces_mapping_progress,Enemy forces mapping progress,,,,,,,,,Прогрес складання ворожих військ
view_misc,mapping.dungeon,Dungeon,,,,,,,,,Підземелля
view_misc,mapping.enemy_forces_assigned,Enemy forces assigned to NPCs,,,,,,,,,Призначені НІПам ворожі війська
view_misc,mapping.npcs_assigned_to_enemies,NPCs assigned to enemies,,,,,,,,,Призначені ворогам НІПи
view_misc,mapping.teeming,Teeming,,,,,,,,,Teeming
view_misc,mapping.enemy_forces,Enemy forces,,,,,,,,,Ворожі війська
view_misc,mapping.npcs_assigned,NPCs assigned,,,,,,,,,Призначені НІПи
view_misc,status.title,Status,,,,,,,,,Стан
view_misc,status.header,Status,,,,,,,,,Стан
view_misc,status.description,"We're up, yay!",,,,,,,,,"Ми онлайн, ура!"
view_profile,edit.title,Profile,,,,,,,,,Профіль
view_profile,edit.profile,Profile,,,,,,,,,Профіль
view_profile,edit.account,Account,,,,,,,,,Обліковий запис
view_profile,edit.patreon,Patreon,,,,,,,,,Patreon
view_profile,edit.change_password,Change password,,,,,,,,,Змінити пароль
view_profile,edit.privacy,Privacy,,,,,,,,,Приватність
