9/7 09:50:26.066  ZONE_CHANGE,429,"Dire Maul",1
9/7 10:02:54.571  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11477-0001797A06,"Rotting Highborne",0xa48,0x0,0
9/7 10:02:54.571  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11476-0001F97A06,"Skeletal Highborne",0xa48,0x0,0
9/7 10:02:54.571  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11477-0002F97A06,"Rotting Highborne",0xa48,0x0,0
9/7 10:02:54.571  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11477-0003797A05,"Rotting Highborne",0xa48,0x0,0
9/7 10:02:54.571  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11476-0001F97A05,"Skeletal Highborne",0xa48,0x0,0
9/7 10:02:54.571  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11477-0003F97A05,"Rotting Highborne",0xa48,0x0,0
9/7 10:02:56.194  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00077983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00077983AE,Creature-0-4249-429-9259-11477-0002F97A06,0,20,0,0,212,0,1,0,0,0,-90.90,385.54,236,5.1574,30,1461173,1487500,1461153,1,0,0,0,nil,nil,nil
9/7 10:02:56.194  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0007F983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0007F983AE,Creature-0-4249-429-9259-11477-0002F97A06,0,20,0,0,212,0,1,0,0,0,-90.90,385.54,236,5.1574,30,1419011,1444578,1418991,1,0,0,0,nil,nil,nil
9/7 10:02:56.194  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00027983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00027983AE,Creature-0-4249-429-9259-11477-0001797A06,0,20,0,0,212,0,1,0,0,0,-91.08,389.57,236,4.8224,30,1443790,1469803,1443770,1,0,0,0,nil,nil,nil
9/7 10:02:56.194  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00017983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00017983AE,Creature-0-4249-429-9259-11477-0000F97A06,0,20,0,0,212,0,1,0,0,0,-87.19,379.81,236,2.2176,30,1419061,1444629,1419041,1,0,0,0,nil,nil,nil
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00097983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00097983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00097983AE,Creature-0-4249-429-9259-11477-0003F97A05,0,20,0,0,212,0,1,0,0,0,-88.07,393.04,236,4.4277,30,2945661,1499368,2945641,1,0,0,0,1,nil,nil
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0008F983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0008F983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0008F983AE,Creature-0-4249-429-9259-11477-0003F97A05,0,20,0,0,212,0,1,0,0,0,-88.07,393.04,236,4.4277,30,1433423,1459250,1433403,1,0,0,0,nil,nil,nil
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0009F983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0009F983AE,Creature-0-4249-429-9259-11477-0003F97A05,0,20,0,0,212,0,1,0,0,0,-88.07,393.04,236,4.4277,30,1453199,1479383,1453179,1,0,0,0,nil,nil,nil
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00087983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00087983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00087983AE,Creature-0-4249-429-9259-11477-0003F97A05,0,20,0,0,212,0,1,0,0,0,-88.07,393.04,236,4.4277,30,1410291,1435701,1410271,1,0,0,0,nil,nil,nil
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0007F983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0009F983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00077983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0005F983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0005F983AE,Creature-0-4249-429-9259-11477-0003797A05,0,20,0,0,212,0,1,0,0,0,-92.22,380.49,236,1.2075,30,1464561,1490949,1464541,1,0,0,0,nil,nil,nil
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0006F983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0006F983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0006F983AE,Creature-0-4249-429-9259-11477-0002F97A06,0,20,0,0,212,0,1,0,0,0,-90.90,385.54,236,5.1574,30,1438923,1464850,1438903,1,0,0,0,nil,nil,nil
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00067983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00067983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00067983AE,Creature-0-4249-429-9259-11477-0002F97A06,0,20,0,0,212,0,1,0,0,0,-90.90,385.54,236,5.1574,30,1443096,1469097,1443076,1,0,0,0,nil,nil,nil
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0005F983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00027983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00057983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0002F983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0002F983AE,Creature-0-4249-429-9259-11477-0001797A06,0,20,0,0,212,0,1,0,0,0,-91.10,389.48,236,4.8224,30,1462534,1488886,1462514,1,0,0,0,nil,nil,nil
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00007983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0000F983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0000F983AE,Creature-0-4249-429-9259-11477-0000F97A06,0,20,0,0,212,0,1,0,0,0,-87.19,379.81,236,2.2176,30,1418841,1444405,1418821,1,0,0,0,nil,nil,nil
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0000F983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00017983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0001F983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0001F983AE,Creature-0-4249-429-9259-11477-0000F97A06,0,20,0,0,212,0,1,0,0,0,-87.19,379.81,236,2.2176,30,2902550,1477424,2902530,1,0,0,0,1,nil,nil
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00057983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00057983AE,Creature-0-4249-429-9259-11477-0003797A05,0,20,0,0,212,0,1,0,0,0,-92.22,380.49,236,1.2075,30,2857137,1454308,2857117,1,0,0,0,1,nil,nil
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00007983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00007983AE,Creature-0-4249-429-9259-11477-0000F97A06,0,20,0,0,212,0,1,0,0,0,-87.19,379.81,236,2.1767,30,1417264,1442799,1417244,1,0,0,0,nil,nil,nil
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0001F983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0002F983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00037983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00037983AE,Creature-0-4249-429-9259-11477-0001797A06,0,20,0,0,212,0,1,0,0,0,-91.10,389.48,236,4.8224,30,1445196,1471235,1445176,1,0,0,0,nil,nil,nil
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00037983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0003F983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0003F983AE,Creature-0-4249-429-9259-11477-0001797A06,0,20,0,0,212,0,1,0,0,0,-91.10,389.48,236,4.8224,30,1417841,1443387,1417821,1,0,0,0,nil,nil,nil
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0003F983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00047983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00047983AE,Creature-0-4249-429-9259-11477-0003797A05,0,20,0,0,212,0,1,0,0,0,-92.22,380.49,236,1.2075,30,1417681,1443224,1417661,1,0,0,0,nil,nil,nil
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00047983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:56.204  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0004F983AE,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0004F983AE,Creature-0-4249-429-9259-11477-0003797A05,0,20,0,0,212,0,1,0,0,0,-92.22,380.49,236,1.2075,30,1431927,1457727,1431907,1,0,0,0,nil,nil,nil
9/7 10:02:56.204  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0004F983AE,"Cadaverous Worm",0xa48,0x0,0
9/7 10:03:03.563  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11480-0001F97A05,"Arcane Aberration",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11480-0001F97A05,0000000000000000,0,10175,0,0,212,0,0,5728,5728,0,-84.05,435.46,236,3.3448,30,930757,930756,920582,1,0,0,0,nil,nil,nil
9/7 10:03:03.563  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11480-0002797A05,"Arcane Aberration",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11480-0002797A05,0000000000000000,0,10175,0,0,212,0,0,5728,5728,0,-100.46,449.05,236,5.0949,30,935696,935696,925521,1,0,0,0,nil,nil,nil
9/7 10:03:03.563  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11483-0002797A05,"Mana Remnant",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11483-0002797A05,0000000000000000,0,9420,0,0,203,0,0,5258,5258,0,-99.26,434.26,236,6.1126,29,1878680,939339,1869260,1,0,0,0,1,nil,nil
9/7 10:03:03.586  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11480-0001F97A05,"Arcane Aberration",0xa48,0x0,0
9/7 10:03:03.586  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11480-0002797A05,"Arcane Aberration",0xa48,0x0,0
9/7 10:03:03.586  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11483-0002797A05,"Mana Remnant",0xa48,0x0,0
9/7 10:03:09.050  SWING_DAMAGE_LANDED,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11483-0002F97A05,"Mana Remnant",0x10a48,0x0,Creature-0-4249-429-9259-11483-0002F97A05,0000000000000000,0,10175,0,0,212,0,0,5524,5524,0,-83.73,449.64,236,6.0805,30,2088623,2126255,2078448,1,0,0,0,nil,nil,nil
9/7 10:03:09.078  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11483-0002F97A05,"Mana Remnant",0x10a48,0x0,0
9/7 10:03:18.736  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14361-0005F97A05,"Shen'dralar Wisp",0x10a28,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14361-0005F97A05,0000000000000000,0,2035,0,0,212,0,1,0,0,0,-103.25,488.25,236,2.0310,30,922317,922316,920282,1,0,0,0,nil,nil,nil
9/7 10:03:18.758  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14361-0005F97A05,"Shen'dralar Wisp",0x10a28,0x0,0
9/7 10:03:24.766  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11469-0000F97A06,"Eldreth Seether",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11469-0000F97A06,0000000000000000,0,10175,0,0,212,0,1,0,0,0,-108.31,526.20,236,0.7921,30,957603,957602,947428,1,0,0,0,nil,nil,nil
9/7 10:03:24.785  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11470-0001F97A06,"Eldreth Sorcerer",0x10a48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11470-0001F97A06,0000000000000000,0,9420,0,0,203,0,0,3944,3944,0,-106.09,532.15,236,6.0365,29,931488,931488,922068,1,0,0,0,nil,nil,nil
9/7 10:03:24.785  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11470-0002797A06,"Eldreth Sorcerer",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11470-0002797A06,0000000000000000,0,9420,0,0,203,0,0,3944,3944,0,-108.00,533.76,236,5.8307,29,925391,925391,915971,1,0,0,0,nil,nil,nil
9/7 10:03:24.785  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11476-0002F97A05,"Skeletal Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11476-0002F97A05,0000000000000000,0,2035,0,0,212,0,1,0,0,0,-104.33,526.58,236,1.3595,30,956849,956848,954814,1,0,0,0,nil,nil,nil
9/7 10:03:24.785  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11477-0002F97A05,"Rotting Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11477-0002F97A05,0000000000000000,0,2333,0,0,232,0,1,0,0,0,-105.87,535.62,236,5.2558,32,962656,962655,960323,1,0,0,0,nil,nil,nil
9/7 10:03:24.807  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11469-0000F97A06,"Eldreth Seether",0xa48,0x0,0
9/7 10:03:24.807  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11470-0001F97A06,"Eldreth Sorcerer",0x10a48,0x0,0
9/7 10:03:24.807  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11470-0002797A06,"Eldreth Sorcerer",0xa48,0x0,0
9/7 10:03:24.807  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11476-0002F97A05,"Skeletal Highborne",0xa48,0x0,0
9/7 10:03:24.807  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11477-0002F97A05,"Rotting Highborne",0xa48,0x0,0
9/7 10:03:26.304  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00017983CD,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00017983CD,Creature-0-4249-429-9259-11477-0002F97A05,0,20,0,0,212,0,1,0,0,0,-106.77,537.95,236,0.0554,30,2866843,2918497,2866823,1,0,0,0,nil,nil,nil
9/7 10:03:26.304  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0001F983CD,"Cadaverous Worm",0x10a48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0001F983CD,Creature-0-4249-429-9259-11477-0002F97A05,0,20,0,0,212,0,1,0,0,0,-106.77,537.95,236,0.0554,30,2948296,3001418,2948276,1,0,0,0,nil,nil,nil
9/7 10:03:26.304  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00007983CD,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00007983CD,Creature-0-4249-429-9259-11477-0002F97A05,0,20,0,0,212,0,1,0,0,0,-106.77,537.95,236,0.0554,30,2876798,2928632,2876778,1,0,0,0,nil,nil,nil
9/7 10:03:26.304  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0000F983CD,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0000F983CD,Creature-0-4249-429-9259-11477-0002F97A05,0,20,0,0,212,0,1,0,0,0,-106.77,537.95,236,0.0554,30,2905513,2957864,2905493,1,0,0,0,nil,nil,nil
9/7 10:03:26.335  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0000F983CD,"Cadaverous Worm",0xa48,0x0,0
9/7 10:03:26.335  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00017983CD,"Cadaverous Worm",0xa48,0x0,0
9/7 10:03:26.335  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00007983CD,"Cadaverous Worm",0xa48,0x0,0
9/7 10:03:26.335  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0001F983CD,"Cadaverous Worm",0x10a48,0x0,0
9/7 10:03:32.520  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11470-0001797A06,"Eldreth Sorcerer",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11470-0001797A06,0000000000000000,0,9420,0,0,203,0,0,3944,3944,0,-60.87,565.82,236,4.8457,29,956960,956959,947540,1,0,0,0,nil,nil,nil
9/7 10:03:32.520  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11476-0000F97A05,"Skeletal Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11476-0000F97A05,0000000000000000,0,1884,0,0,203,0,1,0,0,0,-63.87,564.53,236,5.5543,29,952222,952222,950338,1,0,0,0,nil,nil,nil
9/7 10:03:32.520  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14398-0000797A06,"Eldreth Darter",0x10a48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14398-0000797A06,0000000000000000,0,10175,0,0,212,0,0,4143,4143,0,-54.86,568.44,236,4.0868,30,932121,932120,921946,1,0,0,0,nil,nil,nil
9/7 10:03:32.520  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11476-0001797A05,"Skeletal Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11476-0001797A05,0000000000000000,0,2035,0,0,212,0,1,0,0,0,-56.27,560.19,236,2.8800,30,1924539,962269,1922504,1,0,0,0,1,nil,nil
9/7 10:03:32.542  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14398-0000797A06,"Eldreth Darter",0x10a48,0x0,0
9/7 10:03:32.542  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11476-0000F97A05,"Skeletal Highborne",0xa48,0x0,0
9/7 10:03:32.542  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11476-0001797A05,"Skeletal Highborne",0xa48,0x0,0
9/7 10:03:32.542  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11470-0001797A06,"Eldreth Sorcerer",0xa48,0x0,0
9/7 10:03:36.708  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11470-0000F97A05,"Eldreth Sorcerer",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11470-0000F97A05,0000000000000000,0,9420,0,0,203,0,0,3944,3944,0,-12.10,530.09,236,3.0780,29,947327,947326,937907,1,0,0,0,nil,nil,nil
9/7 10:03:36.708  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11477-0001F97A05,"Rotting Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11477-0001F97A05,0000000000000000,0,2333,0,0,232,0,1,0,0,0,-21.46,529.41,236,0.4494,32,933600,933600,931267,1,0,0,0,nil,nil,nil
9/7 10:03:36.708  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11477-0002797A05,"Rotting Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11477-0002797A05,0000000000000000,0,2333,0,0,232,0,1,0,0,0,-8.55,526.90,236,2.8108,32,956535,956535,954202,1,0,0,0,nil,nil,nil
9/7 10:03:36.708  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14398-0000F97A05,"Eldreth Darter",0x10a48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14398-0000F97A05,0000000000000000,0,10175,0,0,212,0,0,4143,4143,0,-17.10,531.37,236,3.5314,30,1853353,926676,1843178,1,0,0,0,1,nil,nil
9/7 10:03:36.736  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11470-0000F97A05,"Eldreth Sorcerer",0xa48,0x0,0
9/7 10:03:36.736  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11477-0001F97A05,"Rotting Highborne",0xa48,0x0,0
9/7 10:03:36.736  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11477-0002797A05,"Rotting Highborne",0xa48,0x0,0
9/7 10:03:36.736  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14398-0000F97A05,"Eldreth Darter",0x10a48,0x0,0
9/7 10:03:37.886  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0003F983D9,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0003F983D9,Creature-0-4249-429-9259-11477-0001F97A05,0,20,0,0,212,0,1,0,0,0,-21.46,529.41,236,0.2485,30,2315258,2356974,2315238,1,0,0,0,nil,nil,nil
